Business Name,License Type,City,County,Sales Last Month,Period
Silica Phoenix,Tier None Producer & Processor,Tenino,"Thurston county, WA","$3,452",Jun 2024
Ladyhelm Farm,Tier 3 Producer & Processor,Omak,"Okanogan county, WA","$3,375",Jun 2024
Nasty Jacks Candy Company,Tier None Producer & Processor,Arlington,"Snohomish county, WA","$3,335",Jun 2024
Puffin Farm,Tier None Producer & Processor,Seattle,"King county, WA","$3,269",Jun 2024
The Happy Crowd,Tier 3 Producer & Processor,Cheney,"Spokane county, WA","$3,232",Jun 2024
WA Leaf,Tier 2 Producer & Processor,Riverside,"Okanogan county, WA","$3,176",Jun 2024
Kiwi Garden,Tier None Producer & Processor,Mccleary,"Grays Harbor county, WA","$3,000",Jun 2024
Trinity Productions,Tier 3 Producer & Processor,Moses Lake,"Grant county, WA","$2,993",Jun 2024
Oly Boi,Tier None Producer & Processor,Shelton,"Mason county, WA","$2,987",Jun 2024
Uahi,Processor,Custer,"Whatcom county, WA","$2,971",Jun 2024
Awsm Industries,Tier 2 Producer & Processor,Moxee,"Yakima county, WA","$2,940",Jun 2024
Funky Farms,Tier 1 Producer & Processor,Deer Park,"Spokane county, WA","$2,788",Jun 2024
NW Nectar,Tier None Producer & Processor,Kettle Falls,"Stevens county, WA","$2,722",Jun 2024
Astro Cannabis,Tier None Producer & Processor,Everett,"Snohomish county, WA","$2,625",Jun 2024
Sunnyside Northwest,Tier 3 Producer & Processor,Grandview,"Benton county, WA","$2,356",Jun 2024
WA Supply,Tier None Producer & Processor,Seattle,"King county, WA","$2,211",Jun 2024
Buds N Stuff,Tier 1 Producer,Omak,"Okanogan county, WA","$2,199",Jun 2024
Blue Mountain Cultivation,Tier 1 Producer & Processor,Dayton,"Columbia county, WA","$2,170",Jun 2024
Inkline Solutions,Tier 3 Producer & Processor,Omak,"Okanogan county, WA","$2,164",Jun 2024
Victory Gardens Nursery,Tier None Producer & Processor,Bellingham,"Whatcom county, WA","$2,059",Jun 2024
The High Point,Tier None Producer & Processor,Quilcene,"Jefferson county, WA","$2,040",Jun 2024
Clemans Mountain Cannabis,Processor,Yakima,"Yakima county, WA","$2,023",Jun 2024
Ground Up Cultivation,Tier 2 Producer & Processor,Odessa,"Lincoln county, WA","$1,950",Jun 2024
Two Snapz,Processor,Ferndale,"Whatcom county, WA","$1,950",Jun 2024
Ncw,Processor,Omak,"Okanogan county, WA","$1,891",Jun 2024
Bluegrass,Tier None Producer & Processor,Gold Bar,"Snohomish county, WA","$1,875",Jun 2024
Paradise Valley Organics,Tier None Producer & Processor,Arlington,"Snohomish county, WA","$1,599",Jun 2024
Alki Farms,Tier None Producer & Processor,Moxee,"Yakima county, WA","$1,587",Jun 2024
Damn Good Bud,Tier None Producer & Processor,Shelton,"Mason county, WA","$1,568",Jun 2024
Anon Extractors,Tier None Producer & Processor,Shelton,"Mason county, WA","$1,500",Jun 2024
Pinnacle Green,Tier None Producer & Processor,Tumwater,"Thurston county, WA","$1,400",Jun 2024
Cloud 9 Good Budz,Tier None Producer & Processor,Pullman,"Whitman county, WA","$1,388",Jun 2024
Pure Extracts,Tier None Producer & Processor,Oroville,"Okanogan county, WA","$1,380",Jun 2024
Nexus,Tier 3 Producer & Processor,Kennewick,"Benton county, WA","$1,361",Jun 2024
Salish Coast Company,Tier None Producer & Processor,Anacortes,"Skagit county, WA","$1,313",Jun 2024
Everi Greene,Tier None Producer & Processor,Olympia,"Thurston county, WA","$1,272",Jun 2024
Green Brothers Farms,Tier 2 Producer,Tenino,"Thurston county, WA","$1,200",Jun 2024
Trxlr,Tier 3 Producer & Processor,Quincy,"Grant county, WA","$1,137",Jun 2024
Coastal Growers,Tier 1 Producer & Processor,Ilwaco,"Pacific county, WA","$1,100",Jun 2024
Cultivators Collection,Tier None Producer & Processor,Spokane,"Spokane county, WA","$1,100",Jun 2024
Autrees Nursery,Tier 1 Producer & Processor,Oak Harbor,"Island county, WA","$1,085",Jun 2024
Auntie Onolicious,Tier 1 Producer & Processor,Port Townsend,"Jefferson county, WA","$1,062",Jun 2024
Legal Beverages,Tier None Producer & Processor,Longview,"Cowlitz county, WA","$1,026",Jun 2024
High State Farms,Tier None Producer & Processor,Kelso,"Cowlitz county, WA","$1,000",Jun 2024
Synchronic,Tier None Producer & Processor,Shelton,"Mason county, WA",$950,Jun 2024
Grateful Company WA,Tier None Producer & Processor,Bellevue,"King county, WA",$780,Jun 2024
Central Business District,Processor,Port Townsend,"Jefferson county, WA",$747,Jun 2024
Stonehenge Gardens,Tier None Producer & Processor,Belfair,"Mason county, WA",$664,Jun 2024
Tranquil Forest,Tier None Producer & Processor,Tacoma,"Pierce county, WA",$600,Jun 2024
Grays Harbor Green Nursery,Tier 3 Producer & Processor,Elma,"Grays Harbor county, WA",$586,Jun 2024
Horseshoe Pines,Tier 1 Producer & Processor,Olympia,"Thurston county, WA",$530,Jun 2024
Dream Mountain Group,Tier 2 Producer & Processor,Ellensburg,"Kittitas county, WA",$504,Jun 2024
The Happy Crowd,Tier 3 Producer,Cheney,"Spokane county, WA",$500,Jun 2024
Rain City Gardens,Tier None Producer & Processor,Riverside,"Okanogan county, WA",$500,Jun 2024
Craft Leavenworth,Retailer,Dryden,"Chelan county, WA",$464,Jun 2024
Westports Unlimited,Tier None Producer & Processor,Omak,"Okanogan county, WA",$447,Jun 2024
Higher Leaf Redmond,Retailer,Redmond,"King county, WA",$443,Jun 2024
Olympus Group,Tier 1 Producer & Processor,Grandview,"Benton county, WA",$327,Jun 2024
Buddy Boy Farms Ii,Tier None Producer & Processor,Ford,"Lincoln county, WA",$322,Jun 2024
Country Lane,Tier None Producer & Processor,Yelm,"Thurston county, WA",$207,Jun 2024
Green Volcano Hemp Products,Tier None Producer & Processor,Touchet,"Walla Walla county, WA",$142,Jun 2024
Purple Raven Farms,Tier 2 Producer & Processor,Omak,"Okanogan county, WA",$72,Jun 2024
Modern Creations,Retailer,Seattle,"King county, WA",$68,Jun 2024
Virginia Enterprises,Tier 3 Producer,Othello,"Adams county, WA",$50,Jun 2024
Foxx Enterprises,Retailer,Bellingham,"Whatcom county, WA",$41,Jun 2024
Raven,Tier None Producer & Processor,Olympia,"Thurston county, WA",$33,Jun 2024
Sog,Tier None Producer & Processor,Woodland,"Clark county, WA",$16,Jun 2024
Spencers Mountain,Tier None Producer & Processor,Spokane,"Spokane county, WA",$16,Jun 2024
Greenworks Consulting,Tier 1 Producer & Processor,Everett,"Snohomish county, WA",$12,Jun 2024
Forbidden Farms,Tier 3 Producer,Shelton,"Mason county, WA",$4,Jun 2024
Cannabiz,Retailer,Puyallup,"Pierce county, WA",$0,Jun 2024
20after4,Retailer,Woodland,"Cowlitz county, WA",$0,Jun 2024
Mount Baker Retail Partners,Retailer,Tukwila,"King county, WA",$0,Jun 2024
Cannabis City,Retailer,Seattle,"King county, WA",$0,Jun 2024
Douglas County 502,Retailer,Bridgeport,"Douglas county, WA",$0,Jun 2024
Dank of America,Retailer,Bellingham,"Whatcom county, WA",$0,Jun 2024
Cloud Cannabis,Retailer,Seattle,"King county, WA",$0,Jun 2024
Blaine Cannabis,Retailer,Blaine,"Whatcom county, WA",$0,Jun 2024
Daves Place,Retailer,Sunnyside,"Yakima county, WA",$0,Jun 2024
Galaxy Cannabis,Retailer,Seattle,"King county, WA",$0,Jun 2024
Higher Leaf Redmond,Retailer,Redmond,"King county, WA",$0,Jun 2024
Magic Tree Collective 206,Retailer,Pullman,"Whitman county, WA",$0,Jun 2024
Kahd Holding,Retailer,Vashon,"King county, WA",$0,Jun 2024
Green Rush Investment,Retailer,Auburn,"King county, WA",$0,Jun 2024
Blowin Smoke,Retailer,Chewelah,"Stevens county, WA",$0,Jun 2024
Dash Wrigley,Retailer,Tukwila,"King county, WA",$0,Jun 2024
Mount Baker Retail Partners,Retailer,Quincy,"Grant county, WA",$0,Jun 2024
2020 Solutions Soap Lake,Retailer,Soap Lake,"Grant county, WA",$0,Jun 2024
The Greenhouse,Retailer,Renton,"King county, WA",$0,Jun 2024
Cannazone,Retailer,North Bend,"King county, WA",$0,Jun 2024
Washington O G,Retailer,Seattle,"King county, WA",$0,Jun 2024
Euphorium 420,Retailer,Arlington,"Snohomish county, WA",$0,Jun 2024
Forbidden Cannabis Club,Retailer,Carlton,"Okanogan county, WA",$0,Jun 2024
Star Buds,Retailer,Seattle,"King county, WA",$0,Jun 2024
Foxx Enterprises,Retailer,Burlington,"Skagit county, WA",$0,Jun 2024
Lucid,Retailer,Olympia,"Thurston county, WA",$0,Jun 2024
Avitas,Retailer,Arlington,"Snohomish county, WA",$0,Jun 2024
Growing Like a Weed,Tier 2 Producer,Spokane,"Spokane county, WA",$0,Jun 2024
All Key Cannabis,Processor,Omak,"Okanogan county, WA",$0,Jun 2024
Northwest Cannabis Solutions,Retailer,Tumwater,"Thurston county, WA",$0,Jun 2024
Seven Newbee Dimension,Tier None Producer & Processor,Riverside,"Okanogan county, WA",$0,Jun 2024
Puffin Farm,Retailer,Ellensburg,"Kittitas county, WA",$0,Jun 2024
Blue Roots Cannabis,Retailer,Airway Heights,"Spokane county, WA",$0,Jun 2024
The Cascade Gnome,Tier None Producer & Processor,Moses Lake,"Grant county, WA",$0,Jun 2024
Freedom Farms,Tier None Producer & Processor,Spokane Valley,"Spokane county, WA",$0,Jun 2024
Subx,Retailer,Bellingham,"Whatcom county, WA",$0,Jun 2024
Blue Ocean Garden,Tier None Producer & Processor,Olympia,"Thurston county, WA",$0,Jun 2024
High End Farms,Retailer,Bellingham,"Whatcom county, WA",$0,Jun 2024
Bingcannabis,Tier 3 Producer & Processor,Spokane,"Spokane county, WA",$0,Jun 2024
Vancouver Gardens,Retailer,Vancouver,"Clark county, WA",$0,Jun 2024
Craft Elixirs,Processor,Seattle,"King county, WA",$0,Jun 2024
Green Rose Gardens,Tier None Producer & Processor,Omak,"Okanogan county, WA",$0,Jun 2024
Cloud 9 Cannabis Research,Tier None Producer & Processor,Deer Park,"Spokane county, WA",$0,Jun 2024
Ovk,Tier 3 Producer,Moses Lake,"Grant county, WA",$0,Jun 2024
Buxx,Tier None Producer & Processor,Anacortes,"Skagit county, WA",$0,Jun 2024
Valley Cultivations,Tier 2 Producer & Processor,Bellingham,"Whatcom county, WA",$0,Jun 2024
Evergreen 365 Managment,Tier None Producer & Processor,Blaine,"Whatcom county, WA",$0,Jun 2024
Firetree,Tier 2 Producer,Oak Harbor,"Island county, WA",$0,Jun 2024
Royal Tree Gardens,Retailer,Tacoma,"Pierce county, WA",$0,Jun 2024
Ogz Fireweed,Retailer,Shelton,"Mason county, WA",$0,Jun 2024
Painted Rooster,Retailer,Moxee,"Yakima county, WA",$0,Jun 2024
1937 Farms,Retailer,Duvall,"King county, WA",$0,Jun 2024
Big Daddy Purp Corp,Tier None Producer & Processor,Tonasket,"Okanogan county, WA",$0,Jun 2024
Withit Weed,Retailer,Airway Heights,"Spokane county, WA",$0,Jun 2024
Green Island Organics,Tier 3 Producer,Moses Lake,"Grant county, WA",$0,Jun 2024
Wilber Industries,Tier None Producer & Processor,Shelton,"Mason county, WA",$0,Jun 2024
Footprint Biosciences,Processor,Centralia,"Thurston county, WA",$0,Jun 2024
Klaritie Farms,Tier 2 Producer & Processor,Chewelah,"Stevens county, WA",$0,Jun 2024
Okanogan Gold,Tier 3 Producer,Brewster,"Okanogan county, WA",$0,Jun 2024
Techbud,Tier 3 Producer,Brewster,"Okanogan county, WA",$0,Jun 2024
Matador Farms 3,Tier 3 Producer & Processor,Tonasket,"Okanogan county, WA",$0,Jun 2024
Molecular Genetics Research Associates,Tier 1 Producer & Processor,Tacoma,"Pierce county, WA",$0,Jun 2024
Bulldog Weed,Retailer,Spokane,"Spokane county, WA",$0,Jun 2024
Desert Quantum,Tier 3 Producer,Moses Lake,"Grant county, WA",$0,Jun 2024
Salish Coast Cultivation,Tier None Producer & Processor,Anacortes,"Skagit county, WA",$0,Jun 2024
Edgemont Group,Tier 3 Producer & Processor,East Wenatchee,"Douglas county, WA",$0,Jun 2024
Canabanatchee,Tier 1 Producer & Processor,Quincy,"Grant county, WA",$0,Jun 2024
Northwest Industrees,Tier None Producer & Processor,Davenport,"Lincoln county, WA",$0,Jun 2024
Fenix Farms,Tier None Producer & Processor,Arlington,"Snohomish county, WA",$0,Jun 2024
Edgemont Group,Tier 3 Producer & Processor,East Wenatchee,"Douglas county, WA",$0,Jun 2024
Thunder Chief Farms,Retailer,Spokane,"Spokane county, WA",$0,Jun 2024
Edgemont Group,Tier 3 Producer & Processor,East Wenatchee,"Douglas county, WA",$0,Jun 2024
Growing Like a Weed,Tier 3 Producer & Processor,Spokane,"Spokane county, WA",$0,Jun 2024
Plant Me,Tier None Producer & Processor,Riverside,"Okanogan county, WA",$0,Jun 2024
Mink Farm Organics,Tier None Producer & Processor,Woodinville,"King county, WA",$0,Jun 2024
Emerald Sea of Green,Tier 3 Producer & Processor,Warden,"Grant county, WA",$0,Jun 2024
Emerald Mountain,Retailer,Tumwater,"Thurston county, WA",$0,Jun 2024
Eg 3,Retailer,East Wenatchee,"Douglas county, WA",$0,Jun 2024
Budd Ha,Tier None Producer & Processor,Mount Vernon,"Skagit county, WA",$0,Jun 2024
Jay J Farm,Tier None Producer & Processor,Tacoma,"Pierce county, WA",$0,Jun 2024
Lao Ban Green Group,Tier None Producer & Processor,Bellevue,"King county, WA",$0,Jun 2024
Mjs Pot Shop,Retailer,Pullman,"Whitman county, WA",$0,Jun 2024
Northwest Cannabis Solutions,Tier None Producer & Processor,Tumwater,"Thurston county, WA","$3,462,449",May 2024
Forbidden Farms,Processor,Tacoma,"Pierce county, WA","$1,527,104",May 2024
Edgemont Group,Processor,East Wenatchee,"Douglas county, WA","$1,462,123",May 2024
Spark Industries,Tier 2 Producer & Processor,Tumwater,"Thurston county, WA","$1,348,916",May 2024
Cowlitz County Operating Holdings,Tier None Producer & Processor,Longview,"Cowlitz county, WA","$1,311,353",May 2024
Zips Cannabis,Retailer,Seattle,"King county, WA","$1,280,615",May 2024
Rolling Farms,Tier 3 Producer & Processor,Arlington,"Snohomish county, WA","$1,186,819",May 2024
Ncmx,Tier 3 Producer & Processor,Tacoma,"Pierce county, WA","$1,183,097",May 2024
Nxnw Retail Cannabis And Glass,Retailer,Liberty Lake,"Spokane county, WA","$1,058,975",May 2024
Main Street Marijuana East,Retailer,Vancouver,"Clark county, WA","$1,045,485",May 2024
Lifted Cannabis,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$1,032,459",May 2024
Joint Ventures,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$1,027,465",May 2024
Green Revolution,Tier None Producer & Processor,Poulsbo,"Kitsap county, WA","$948,300",May 2024
Agro Couture,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$918,681",May 2024
Harmony Farms,Tier 3 Producer & Processor,Lacey,"Thurston county, WA","$915,934",May 2024
Mama Js,Tier None Producer & Processor,Longview,"Cowlitz county, WA","$908,054",May 2024
Living Well Enterprises,Retailer,Burien,"King county, WA","$903,180",May 2024
Fire Bros,Tier None Producer & Processor,Seattle,"King county, WA","$894,404",May 2024
Locals Canna House,Retailer,Spokane Valley,"Spokane county, WA","$892,870",May 2024
Clear Choice Cannabis,Retailer,Tacoma,"Pierce county, WA","$870,507",May 2024
Minglewood Brands,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$858,088",May 2024
Zips Cannabis,Retailer,Tacoma,"Pierce county, WA","$854,906",May 2024
Zips Cannabis,Retailer,Tacoma,"Pierce county, WA","$846,426",May 2024
Nirvana Cannabis Company,Retailer,Richland,"Benton county, WA","$837,401",May 2024
Dogtown Pioneers,Tier 3 Producer & Processor,Clayton,"Stevens county, WA","$804,852",May 2024
Nwcs,Tier None Producer & Processor,Elma,"Grays Harbor county, WA","$795,492",May 2024
Zips Cannabis,Retailer,Tacoma,"Pierce county, WA","$792,841",May 2024
Greenside,Retailer,Des Moines,"King county, WA","$785,714",May 2024
Forbidden Farms,Tier None Producer & Processor,Woodland,"Clark county, WA","$774,099",May 2024
Green2go,Retailer,Kennewick,"Benton county, WA","$752,553",May 2024
Kush 21 Buckley,Retailer,Buckley,"Pierce county, WA","$732,123",May 2024
Bloom,Retailer,Tacoma,"Pierce county, WA","$728,367",May 2024
Zips Cannabis,Retailer,Tacoma,"Pierce county, WA","$724,253",May 2024
Evergreen Market South Renton,Retailer,Renton,"King county, WA","$720,208",May 2024
Alpha Crux,Tier None Producer & Processor,Ellensburg,"Kittitas county, WA","$715,282",May 2024
Higher Leaf Marijuana Boutique,Retailer,Kirkland,"King county, WA","$714,254",May 2024
1555 Industrial,Tier 3 Producer & Processor,Longview,"Cowlitz county, WA","$700,364",May 2024
The Green Nugget,Retailer,Spokane,"Spokane county, WA","$692,040",May 2024
Prc,Retailer,Arlington,"Snohomish county, WA","$646,830",May 2024
Bloom,Retailer,Everett,"Snohomish county, WA","$644,182",May 2024
Botanica Seattle,Tier None Producer & Processor,Seattle,"King county, WA","$642,725",May 2024
Evergreen Market Auburn,Retailer,Auburn,"King county, WA","$633,042",May 2024
Saturn Groupceres,Tier None Producer & Processor,Bellingham,"Whatcom county, WA","$605,525",May 2024
28 Grahams Cannabis,Retailer,Graham,"Pierce county, WA","$584,068",May 2024
Euphorium 420,Retailer,Covington,"King county, WA","$575,966",May 2024
Main Street Marijuana,Retailer,Vancouver,"Clark county, WA","$575,799",May 2024
Northwest Cannabis Connection,Retailer,Puyallup,"Pierce county, WA","$573,346",May 2024
Evergreen Herbal,Tier None Producer & Processor,Seattle,"King county, WA","$566,863",May 2024
Green2go Pasco,Retailer,Pasco,"Franklin county, WA","$564,540",May 2024
Quality Green Trees,Tier 3 Producer & Processor,Poulsbo,"Kitsap county, WA","$561,052",May 2024
Marley 420,Retailer,Covington,"King county, WA","$559,480",May 2024
Block 13,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$553,792",May 2024
Pend Oreille Cannabis Co,Retailer,Newport,"Pend Oreille county, WA","$549,720",May 2024
Zips Cannabis,Retailer,Tacoma,"Pierce county, WA","$541,431",May 2024
The Lucky Leaf,Retailer,Pasco,"Franklin county, WA","$538,386",May 2024
Buddys,Retailer,Renton,"King county, WA","$538,287",May 2024
Curations Corporation,Tier None Producer & Processor,Spokane,"Spokane county, WA","$536,866",May 2024
Anonymous Buffalo,Processor,Seattle,"King county, WA","$530,391",May 2024
The Reef,Retailer,Seattle,"King county, WA","$527,360",May 2024
Canna4life,Retailer,Clarkston,"Asotin county, WA","$525,639",May 2024
Fairwinds Manufacturing,Tier None Producer & Processor,Vancouver,"Clark county, WA","$521,599",May 2024
Apex Cannabis,Retailer,Moses Lake,"Grant county, WA","$508,328",May 2024
The Vault Cannabis,Retailer,Lake Stevens,"Snohomish county, WA","$507,283",May 2024
The Herbery,Retailer,Vancouver,"Clark county, WA","$505,928",May 2024
420 Carpenter,Retailer,Lacey,"Thurston county, WA","$500,504",May 2024
Free Rain Farms,Tier 3 Producer & Processor,Ferndale,"Whatcom county, WA","$490,041",May 2024
The Green Door,Retailer,Buckley,"Pierce county, WA","$487,411",May 2024
Nxnw Retailcannabis Glass,Retailer,Millwood,"Spokane county, WA","$483,298",May 2024
Cinder,Retailer,Spokane Valley,"Spokane county, WA","$482,655",May 2024
Avitas,Tier None Producer & Processor,Arlington,"Snohomish county, WA","$480,995",May 2024
Bud Barn,Retailer,Yelm,"Thurston county, WA","$471,373",May 2024
Gold Mountain,Tier None Producer & Processor,Auburn,"King county, WA","$466,204",May 2024
Hannah Industries,Tier 2 Producer & Processor,Bellevue,"King county, WA","$464,957",May 2024
Cannaseurs Choice,Tier None Producer & Processor,Renton,"King county, WA","$463,347",May 2024
The Stash Box,Retailer,Auburn,"King county, WA","$462,858",May 2024
Trigonal Industries,Processor,Tacoma,"Pierce county, WA","$462,196",May 2024
Higher Leaf Marijuana Bellevue,Retailer,Bellevue,"King county, WA","$461,815",May 2024
